id,brand,condition,creator,door_count,equipment,first_owner,fiscal_power,fuel_type,image_folder,mileage,model,origin,price,publication_date,sector,seller_city,source,title,transmission,year
8af493d6-ffcd-46ef-a2f8-1832e97569bd,volkswagen,,EL ASRI AUTO,5,Volkswagen tiguan r line modèle 2023 /11 dédouanée à 2024 tout options matricule rabat la voiture est toujours disponible à garage el asri auto sefrou,Non,8,diesel,uthvp2f9wste_29,34000,Tiguan,,,12/05/2025 00:00,Fes,Fes,moteur,VOLKSWAGEN  Tiguan,Automatique,
3b2da985-42d6-4444-82d8-db804e2325dc,audi,Excellent,Carlex AutoShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Oui,12,diesel,qu9rgzcl7off_23,87499,Q8,WW au Maroc,,12/05/2025 13:01,Casablanca,Californie,avito,Audi Q8 Sline,Automatique,2020
2fc64f8f-569f-4446-b57f-441a3736f815,bmw,,C'ZAM AUTO,3,"M4 competition m xdrive import neuf immatriculation rabat jamais immatriculé plusieurs configurations disponibles ici au maroc reprise possible financement possible avec tout les organismes de crédit voiture disponible sur oujda appelez-nous pour plus d’informations ou de photos c’zam auto est spécialisée dans la voiture de luxe nous importons depuis plus de 10 ans nous avons grande expérience sur les voitures, alors n’hésitez pas à demander le maximum d’informations ou de questions nous pouvons aussi à commander votre voiture de rêve et bien évidemment en très peu de temps et nous aussi nous avons notre propre bureau à francfort en allemagne. n’hésitez pas si vous avez besoin d’un autre modèle ou pour un achat tout court en europe.",Oui,23,essence,pawxazfo3d60_30,4000,Serie,,,12/05/2025 00:00,Oujda,Oujda,moteur,BMW  Serie 4,Automatique,
4429721f-52f3-4e90-99b5-50e68611f3e9,bmw,Neuf,Hivernage autoShopBadge Icon,3,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Oui,17,essence,wo6i0k9yl5ir_5,2499,Série 4,Importée neuve,,12/05/2025 13:01,Casablanca,Maarif,avito,BMW M4Compétition Full Carbon/Céramic(Neuve 2025),Automatique,
1e282f2b-c06f-42cf-8c2d-feaf4d4b8d16,peugeot,Excellent,Frères BenkhaddaShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques",Non,8,diesel,4h7044hvqsg5_21,134999,508,WW au Maroc,,12/05/2025 12:16,Casablanca,Aïn Borja,avito,Peugeot 508 Diesel boîte automatique,Automatique,2015
5a147708-6a0f-4800-b23d-d9caef221813,renault,,AUTO HAMZA,5,سلام عليكم ورحمة الله وبركاته سيارة للبيع للمزيد من المعلومات المرجو الاتصال بنا او زيارة محلنا وشكرا,Oui,6,diesel,2mdtwhkz1jtt_11,149000,Clio,,,12/05/2025 00:00,Marrakech,Marrakech,moteur,RENAULT  Clio,Manuelle,
5f2a910e-b0f3-46e3-8e72-a892f67d916a,peugeot,Excellent,Mostafa,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Toit ouvrant, Vitres électriques",Oui,8,diesel,95ub7ff6naji_24,92499,3008,WW au Maroc,225000,12/05/2025 11:30,Sidi Kacem,Toute la ville,avito,Peugeot 3008,Automatique,2018
9f61576a-dd01-43cc-bf19-adc7a660c6a0,mercedes-benz,Excellent,Auto ChagShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Oui,8,diesel,loy989w5ih9r_6,144999,Classe CLA,Dédouanée,,12/05/2025 13:38,Casablanca,2 Mars,avito,Mercedes-Benz - Classe CLA220d,Automatique,2020
4a51d7aa-8ad6-41b3-a31c-55649ef5ac5a,porsche,,SELECTIVE MOTORS CARS,5,Cayene coupé s full options. 5 caméras. distronic. toit panoramique. suspension pneumatique. bose sound système. vehicule full options.,Oui,17,essence,ta3lrqu1ykvb_29,54000,Cayenne,,,12/05/2025 00:00,Casablanca,Casablanca,moteur,PORSCHE  Cayenne,Automatique,
a393d019-5582-44cf-b7cc-cec0fc8f92b1,nissan,Très bon,Abderrahim,5,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",Oui,6,diesel,2pzzjzw6vwe6_28,97499,Qashqai,WW au Maroc,140000,12/05/2025 13:22,Casablanca,2 Mars,avito,vente voiture occasion,Manuelle,2013
17e07635-2e29-4d23-822a-6bd5cc74546f,ssangyong,Excellent,Auto SimoShopBadge Icon,5,"ABS, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",Non,8,diesel,fv6hilc0qfqx_22,194999,Korando,WW au Maroc,73000,12/05/2025 13:01,Casablanca,Aïn Chock,avito,Ssangyong korando Diesel,Manuelle,2012
2f54904c-5eaa-4f13-942d-fc46d7f1cb9f,hyundai,Excellent,Riad Richdy,5,,Non,9,diesel,c1ooc5ls86wu_8,224999,Santa Fe,WW au Maroc,95000,12/05/2025 10:41,Casablanca,2 Mars,avito,Hyundai Santa Fe Diesel Manuelle 2010 à Casablanca,Manuelle,2010
745f59b9-65d4-439b-842f-89d4aa527253,volkswagen,Excellent,youssef,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",,8,diesel,1xut6gbv2fqx_34,224999,Sharan,Dédouanée,229999,12/05/2025 13:22,Tanger,Autre secteur,avito,Volkswagen Sharan Diesel 2014 d 2023,Automatique,2014
16691b74-1113-44e4-bc17-223e5755a321,chery,Très bon,ANH AutoShopBadge Icon,5,,Oui,9,essence,yq6n9abe5iqh_7,7499,Tiggo 2 Pro,WW au Maroc,110000,12/05/2025 12:27,Marrakech,Massira 1,avito,Chery Tiggo 2 Essence,Manuelle,2022
d1f2638b-73db-42bf-b41f-9a2ff9bd3817,fiat,Excellent,Ba khaoula,5,,Non,7,essence,2mvfucfqplu8_29,124999,Panda,WW au Maroc,75000,12/05/2025 12:27,Agadir,Hay Mohammadi,avito,Fiat Panda Essence Manuelle 2017 à Agadir,Manuelle,2017
4a604e72-f448-4ba2-9ab3-63da1812491d,hyundai,Très bon,Automobiles chamalShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Non,8,diesel,o4galwisglzm_6,194999,ix35,WW au Maroc,165000,12/05/2025 11:41,Tanger,Jirrari,avito,هيونداي ix35,Automatique,2013
6bb1e9b3-baeb-4f4c-b2d1-e357753f16dd,maserati,Excellent,Isaac Auto By Mly DrissShopBadge Icon,3,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Oui,12,diesel,r06ud8i8vhzt_28,77499,Ghibli,WW au Maroc,,12/05/2025 19:11,Casablanca,Val Fleuri,avito,Maserati Ghibli 2015,Automatique,2015
e4e89d09-867c-47ff-89dc-c3e8cadf4939,ford,,VOITURES PARTICULIERS CERTIFIéES,5,"Ford kuga trend plus 2.0 bvm modèle 2014 avec 244505 km en vente. la voiture a été expertisée suivant 100 points de contrôles. le rapport d’expertise détaillé est disponible sur demande, garantissant la qualité et la fiabilité du véhicule.   veuillez nous contacter pour plus d'informations ou pour voir le véhicule. voiture a été expertisée suivant 100 points de contrôles. le rapport d’expertise détaillé est disponible sur demande, garantissant la qualité et la fiabilité du véhicule.   veuillez nous contacter pour plus d'informations ou pour voir le véhicule.",Non,8,diesel,292zah9bg4wg_9,249000,Kuga,,142000,12/05/2025 00:00,Casablanca,Casablanca,moteur,FORD  Kuga,Manuelle,
9321c0e7-d276-476c-b8d4-58147f445684,skoda,,AUTO AYMANE,5,Skoda kodiaq diesel toute options boîte automatique climatisation automatique volant multifonction limiteur régulateur jantes aluminium 19 pouces antibrouillard rétroviseurs rabattabel antibrouillard radar de recul avant et arrière overture et démarrage empreinte écran de bord gps caméra de recul salon cuire elc chofant mémoire 4vittres elc bleutouth projecteurs gèzeno twa ouvrant panoramique 1ère main entretien maison,Oui,8,diesel,28d34y6bw209_11,139000,Kodiaq,,,26/05/2025 00:00,Casablanca,Casablanca,moteur,SKODA  Kodiaq,Automatique,
9bb51d47-9dfe-439a-aff5-cd87450ad1ba,mercedes-benz,Excellent,oasis carsShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Oui,12,diesel,liidypr7798v_7,52499,Classe GLE,Importée neuve,,12/05/2025 11:30,Casablanca,Oasis,avito,GLE Coupé 350 d AMG Line à Casablanca,Automatique,2018
1946e8c5-1e9d-4984-9e5b-ab52f0425ae5,nissan,Neuf,Auto_simohamedShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Oui,6,diesel,yjet52yth268_8,224999,Qashqai,Dédouanée,125000,12/05/2025 13:05,Meknes,Hamria,avito,Nissan Qashqai Diesel Manuelle 2009 à Meknès,Manuelle,2009
5ece2495-8dfd-47e5-bcdf-263076eba5b4,land rover,Excellent,Venisia autoShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Oui,12,diesel,h3pnfehfax8v_19,124999,Range Rover Sport,Importée neuve,,12/05/2025 13:05,Casablanca,Aïn Chock,avito,RANGE ROVER SPORT AUTOBIOGRAPHIE,Automatique,2019
37ed19b8-06fc-4c3f-b2a1-c20e9d0c81a8,audi,Excellent,Particulier,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques",Oui,8,diesel,5bwuc5bxxlh1_33,114999,A4,WW au Maroc,260000,12/05/2025 11:30,Casablanca,Casablanca Finance City,avito,Belle Audi A4 premium,Automatique,2020
69014126-07f0-480d-a407-3ffca2b5d17b,porsche,,GARAGE LAHCEN,5,Garage lahcen vous propose une porsche cayenne v6 essence sport design importer neuf en tres bon etat disposant de plusieurs options toit panoramique ouvrant finition sport design camÉra 360 porte soft close & keyless go la boule d attelage auto coffre auto sonorisation bose clima digital quadrizone apple carplay pour plus d'infos visiter notre showroom au 6 bd zerktouni casablanca ou appeler mr hicham,Oui,17,essence,q4wuv71yafs9_14,94000,Cayenne,,,12/05/2025 00:00,Casablanca,Casablanca,moteur,PORSCHE  Cayenne,Automatique,
84e453bf-6d4b-4659-ae4c-41e18db24ec7,mercedes-benz,,LUXURY MOTORS AUTOMOTIVE,5,Mercedes-amg g63 grande Édition 2024 un des 1000 dans le monde ✅ moteur : v8 bi-turbo 585 cv 4 matic extérieur :manufaktur magno black intérieur : noir / surpiqûres dorées condition: nouveau - jantes dorées amg 22 pouces - finition amg doré - Étriers noirs amg - toit ouvrant électrique - calandre amg en or foncé - amg track pace - verre de confidentialité - led multifaisceaux - distronique plus - barre de remorquage - climat à 4 zones -volant alcantara amg - inserts décoratifs en fibre de carbone doré - finition intérieur doré - confort énergisant - sièges mémoire - sièges chauffants et ventilés avec fonction massage - caméras à 360 degrés - assistance aux angles morts - son 3d de burmester - lumière ambiante active,Oui,23,essence,8gse7g4dcuzm_21,4000,Classe,,,12/05/2025 00:00,Tanger,Tanger,moteur,MERCEDES-BENZ  Classe g,Automatique,
e8be63b9-2510-48c3-beb2-4bff3dc124fc,bmw,,AUTO EMERAUDE,5,Emeraude auto met en vente une bmw série 740 d importer neuve full options . distronique sièges mémoires chauffants ecran passager volant commande toit ouvrant panoramique mal électrique ...... pour plus d'information merci de nous contacter,Oui,8,diesel,wxdwqz9ehfy8_24,64000,Serie,,,26/05/2025 00:00,Casablanca,Casablanca,moteur,BMW  Serie 7,Automatique,
e99b84bc-6258-423b-8cf6-5e2c9e9bdb65,nissan,Excellent,Promorent AutoShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",Oui,6,essence,zxr1f72lw141_14,77499,Juke,WW au Maroc,,12/05/2025 10:41,Casablanca,Bourgogne,avito,Nissan Juke Automatique 2020 à Casablanca,Automatique,2020
